-3.677880180647170594e-01,1.795244530849566145e+00
9.459622451620599559e-01,4.031187463562039414e-02
-2.577169427724337325e-01,2.156059292393777138e+00
-8.045999261993028728e-01,1.739917793906273964e-05
3.542681278339590012e-01,4.138209665588725161e-01
9.727641707617433742e-01,2.856839635467151722e-02
6.885343743345060386e-01,2.725432491085815201e-01
4.095900083959813642e-02,9.178603585290912026e-01
5.371780973089816946e-01,2.955942121888001095e-01
-5.062403900211351893e-01,6.762152993091279374e-01
