8.261463621251197154e-02,7.603874789358275876e-01
-6.624083048465774226e-01,4.767640092664842538e-02
1.277359891174385531e-01,6.595833537565103377e-01
-5.374488704444724263e-01,5.413243762641346546e-01
-9.138963089524694272e-01,8.662431683702351933e-09
2.591018295746658762e-01,4.661752484873118441e-01
2.231218163322805648e-01,5.065896441855947119e-01
-2.909117591320335983e-01,1.880465164107315346e+00
-8.970923902339491551e-01,3.071605987868445330e-12
-6.705488549886915450e-01,3.735657736592976758e-02
5.772415808911450785e-01,3.079849727682452687e-01
-9.226688963596099136e-01,1.169238593946159742e-07
4.337369444238197147e-01,3.550329934479666272e-01
4.648080617603835840e-01,3.440879878506856171e-01
-2.281243792711438179e-01,1.815692548065622081e+00
-3.547097553105167389e-01,1.753641901278399029e+00
9.786683649886425140e-01,2.583281367929936984e-02
6.733206063605474689e-01,2.639216141397626170e-01
3.537018925953097082e-01,3.924133403935751718e-01
5.197932615976479376e-01,3.267608575410950178e-01
2.510014531745230482e-01,4.745792636400127940e-01
7.944856495598928703e-02,7.682365862828257619e-01
2.357930945675064116e-01,4.914275403925355001e-01
2.051862416199363714e-01,5.299160988488293977e-01
-8.602193252857204264e-01,1.296491798806815016e-10
-8.130310946958403395e-01,5.274848363050057191e-06
9.501605965683972421e-01,4.069685259362931101e-02
-5.956348218133122874e-01,2.248149465209419162e-01
-7.275152581113597527e-02,1.265639603416420345e+00
9.902407674620072875e-02,7.213666428950761267e-01
8.317230745559149874e-01,1.367423555948198699e-01
1.641305163831399128e-01,5.923743904405285310e-01
-9.995151325607800619e-01,1.651933327166860144e-02
-9.445371254619803203e-01,1.265245844983246391e-05
9.955406023503230450e-01,1.893503133840508668e-02
9.309706100759700398e-01,5.293547937081385935e-02
-6.277460613975587300e-01,1.165522060406685989e-01
-4.549449930822722088e-01,1.156516517263929567e+00
7.232483364289050698e-01,2.307916426199255466e-01
-3.159647667454501541e-01,1.856283245042313235e+00
