8.261463621251197154e-02,7.576226258597855701e-01
-6.624083048465774226e-01,4.953053600515577165e-02
1.277359891174385531e-01,5.969842190406459137e-01
-5.374488704444724263e-01,5.642074317699288244e-01
-9.138963089524694272e-01,7.632650144159914365e-09
2.591018295746658762e-01,4.410832527235766243e-01
2.231218163322805648e-01,5.428947471068139574e-01
-2.909117591320335983e-01,1.876987785550237708e+00
-8.970923902339491551e-01,3.207608255651089636e-12
-6.705488549886915450e-01,3.013014069265197367e-02
5.772415808911450785e-01,2.767231161523628913e-01
-9.226688963596099136e-01,1.115661792714942515e-07
4.337369444238197147e-01,3.686053386192338355e-01
4.648080617603835840e-01,3.363937879444788281e-01
-2.281243792711438179e-01,1.942999018712801451e+00
-3.547097553105167389e-01,1.821973845373779266e+00
9.786683649886425140e-01,2.661226137487323479e-02
6.733206063605474689e-01,2.670974283288602424e-01
3.537018925953097082e-01,3.746967088596447337e-01
5.197932615976479376e-01,3.430626911336691620e-01
2.510014531745230482e-01,3.943537212774999023e-01
7.944856495598928703e-02,9.110889085321256520e-01
2.357930945675064116e-01,4.050422522868769026e-01
2.051862416199363714e-01,4.988166925420816078e-01
-8.602193252857204264e-01,1.345406842153639580e-10
-8.130310946958403395e-01,4.355323905483168176e-06
9.501605965683972421e-01,4.300466919623438522e-02
-5.956348218133122874e-01,2.189731658431569583e-01
-7.275152581113597527e-02,1.276446903990726689e+00
9.902407674620072875e-02,6.112114430971146151e-01
8.317230745559149874e-01,1.383795910119479389e-01
1.641305163831399128e-01,5.129699078738100271e-01
-9.995151325607800619e-01,1.881896926574609663e-02
-9.445371254619803203e-01,1.099845355191088439e-05
9.955406023503230450e-01,1.925683173764886416e-02
9.309706100759700398e-01,5.371220393324720177e-02
-6.277460613975587300e-01,1.225010517993922049e-01
-4.549449930822722088e-01,1.175352585228296443e+00
7.232483364289050698e-01,2.170187474437617059e-01
-3.159647667454501541e-01,1.644229180921818800e+00
